In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Tools,Exception Eval Job Test,Exception Eval Job Test@get Has Exception(GA),12$25908,,
Tools,RTF Insertable Type,RTF Insertable Type@get Rule(GA),12$26647,,
Tools,Call Stack Entry,Call Stack Entry@get Depth(GA),12$27123,,
Tools,GMT Offset,GMT Offset@get GMT Text Offset(GA),12$27759,,
Tools,Task Timing Level,Task Timing Level@get Name(GA)*O,12$28197,,
Tools,Task Timing Level,Task Timing Level@get Lower timing threshold (seconds)(GA),12$28198,,
Tools,Task Timing Level,Task Timing Level@get Upper timing threshold (seconds)(GA),12$28199,,
Tools,Device Input,Device Input@get Device Input(GA),12$28617,,
Tools,Device Input,Device Input@get Device Input Number(GA),12$28618,,
Tools,Temporary Time Zone,Temporary Time Zone@get Java Time Zone ID(GA),12$29297,,
Tools,Distributed Update Whitelist,Distributed Update Whitelist@get Name(GA),12$29680,,
Tools,XoCo (XpressO Coverage) Template,XoCo (XpressO Coverage) Template@get Filter Report (created / last updated) since W27(GA),12$29763,,
Tools,Element Refactor Type,Element Refactor Type@get Name(GA)*O,12$30138,,
Tools,CT2 Async Launch,CT2 Async Launch@get Async Launch Timeout in Seconds(GA),12$30448,,
Tools,OxS Service Whitelist,OxS Service Whitelist@get Name(GA),12$30450,,
Tools,Distributed Update Whitelist,Distributed Update Whitelist@get For Testing(GA),12$30883,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Count(GA),12$31105,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Start Milliseconds(GA),12$31106,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get End Milliseconds(GA),12$31107,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Computed View Id(GA),12$31108,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Start Instance Id(GA),12$31109,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Stop Instance Id(GA),12$31110,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Query Count(GA),12$32351,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Query Time(GA),12$32366,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Instance Fail Count(GA),12$32788,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Field Fail Count(GA),12$32789,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Instance Fail Count(GA),12$32806,,
Tools,Search Criteria,Search Criteria@get Search Criteria Text(GA),12$33423,,
Tools,Distributed Update Whitelist,Distributed Update Whitelist@get Enable Simulation(GA),12$33914,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get ViewType(GA),12$33983,,
Tools,OxS Service Whitelist,OxS Service Whitelist@get All Tasks(GA),12$34827,,
Tools,OxS Service Whitelist,OxS Service Whitelist@get Whitelist Order(GA),12$34828,,
Tools,OxS Service Whitelist,OxS Service Whitelist@get Label(GA),12$34871,,
Tools,OMS Test Temporal,OMS Test Temporal@get Local Date(GA),12$34913,,
Tools,OMS Test Temporal,OMS Test Temporal@get Local DateTime(GA),12$34914,,
Tools,Enumerated Property Override Representation,Enumerated Property Override Representation@get EMS Enumerated Property Override Overridden(GA)*O,12$36112,,
Tools,Enumerated Property Override Representation,Enumerated Property Override Representation@get Add Instance WIDs(GA)*O,12$36113,,
Tools,Enumerated Property Override Representation,Enumerated Property Override Representation@get Remove Instance WIDs(GA)*O,12$36114,,
Tools,OxS Service Whitelist,OxS Service Whitelist@get Apply when Delegated(GA),12$36207,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Instance Skipped Count(GA),12$36754,,
Tools,Distributed Update Blacklist,Distributed Update Blacklist@get Name(GA),12$37366,,
Tools,Counter (Metadata),Counter (Metadata)@get Count(GA),12$37398,,
Tools,Custom Task Parameter Mapping,Custom Task Parameter Mapping@get Parameter Name(GA),12$37642,,
Tools,Custom Task Parameter Mapping,Custom Task Parameter Mapping@get Parameter Value(GA),12$37644,,
Tools,XIP Evaluation Type,XIP Evaluation Type@get Name(GA)*O,12$41412,,
Tools,Custom Task Representation,Custom Task Representation@get Boolean 3(GA),12$41711,,
Tools,Custom Task Representation,Custom Task Representation@get Boolean 1(GA),12$41712,,
Tools,Custom Task Representation,Custom Task Representation@get Boolean 2(GA),12$41713,,
Tools,OMS API Temp Store,OMS API Temp Store@get MAX Text Attribute(GA),12$42921,,
Tools,OMS API Temp Store Dynamic,OMS API Temp Store Dynamic@get MAX Text Attribute(GA),12$42922,,
Tools,Numeric Range (Public),Numeric Range (Public)@get Random Upper Limit(GA),12$43127,,
Tools,Date Range (Public),Date Range (Public)@get Date Range Begin Date(GA),12$43128,,
Tools,Numeric Range (Public),Numeric Range (Public)@get Random Lower Limit(GA),12$43129,,
Tools,Date Range (Public),Date Range (Public)@get Date Range End Date(GA),12$43134,,
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Low Volume(GA),12$43863,,
Tools,Oms Status Attribute,Oms Status Attribute@get Oms Status Attribute Value(GA),12$44673,,
Tools,Oms Status Container,Oms Status Container@get Oms Type(GA),12$44674,,
Tools,Oms Status Attribute,Oms Status Attribute@get Oms Status Attribute Name(GA),12$44675,,
Tools,Oms Status Container,Oms Status Container@get Oms Url(GA),12$44676,,
Tools,Method XO Doc,Method XO Doc@get YP Unit Test URL(GA),12$44934,,
Tools,Jmx Method,Jmx Method@get Date Method Run(GA),12$45002,,
Tools,Jmx Method,Jmx Method@get Function Name(GA),12$45005,,
Tools,Jmx Method,Jmx Method@get Run by User(GA),12$45007,,
Tools,Jmx Method,Jmx Method@get Method Type(GA),12$45011,,
Tools,Jmx Method,Jmx Method@get URL(GA),12$45012,,
Tools,Innovation Services Module,Innovation Services Module@get Name(GA),12$45074,,
Tools,Jmx Method,Jmx Method@get Method Description(GA),12$45268,,
Tools,Jmx Method,Jmx Method@get Jmx Bean Name(GA),12$45441,,
Tools,People Analytics Subcategory Configuration,People Analytics Subcategory Configuration@get Subcategory Enabled(GA),12$45490,,
Tools,People Analytics Configuration,People Analytics Configuration@get All Categories Enabled(GA),12$45491,,
Tools,People Analytics Subcategory,People Analytics Subcategory@get Description(GA),12$45492,,
Tools,People Analytics Subcategory,People Analytics Subcategory@get Name(GA),12$45493,,
Tools,People Analytics Category Configuration,People Analytics Category Configuration@get Category Enabled(GA),12$45494,,
Tools,People Analytics Category,People Analytics Category@get Description(GA),12$45495,,
Tools,People Analytics Category,People Analytics Category@get Name(GA),12$45496,,
Tools,Computed View Trickle Step Statistics (Derived),Computed View Trickle Step Statistics (Derived)@get Instance Invalid Count(GA),12$45576,,
Tools,Jmx Method,Jmx Method@get Parameters as Text(GA),12$45627,,
Tools,Distributed Update Whitelist,Distributed Update Whitelist@get Derive from OxS Service Whitelist(GA),12$45763,,
Tools,Data Scrambling Test Plan Config,Data Scrambling Test Plan Config@get Selected(GA),12$46084,,
Tools,Data Scrambling Test Plan Config,Data Scrambling Test Plan Config@get Pick Random Method(GA),12$46087,,
Tools,Blob Doc Reference,Blob Doc Reference@get Blobitory Collection ID(GA),12$46984,,
Tools,Blob Doc Reference,Blob Doc Reference@get Blobitory Resource Reference ID(GA),12$46985,,
Tools,Data Scrambling NativeScramble,Data Scrambling NativeScramble@get Method Returns Constant Value(GA),12$49954,,
Tools,XML Metadata Interchange,XML Metadata Interchange@get Instance Nbr(GRA)*P*S,18$305,Instance@get Instance Nbr(GAS)(public)[ramb],66$24
Tools,XML Metadata Interchange,XML Metadata Interchange@get Instance Nbr(GRA)*P*S,18$306,Instance@get Instance Nbr(GAS)(public)[ramb],66$24
Tools,XML Metadata Interchange,XML Metadata Interchange@get Relationship Instance Nbr(GRA)*P*S,18$312,"Instance@get Instance Nbr(GAS)(public)[ramb]

Relationship@get Relationship as Sibling(GRS)*P*S[rsmb]","26$755,66$24"
Tools,Worker Event,Worker Event@get Worker has Workday Account(GRA)(public),18$4750,"Role@is Role has Workday Account(EC)(public)[ramb]

Worker Event@get Worker Event.applies to Worker(GR)(public)*O","2663$13793,94$1025,207$645,19$4537,19$62365,19$12141"
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get SEQ Found for Sequence Format for Abstract Sequence Generator(GRA)*P*S,18$24310,Abstract Sequence Generator@get SEQ Found for Sequence Format Parm for Abstract Sequence Generator(SA)*P*S[ramb]+PA,"12$502,52$21945"
Tools,Condition Rule,Condition Rule@get Used as Sub-Rule for Custom Object User Validation Rule(GRA),18$32340,"Condition Rule@get Parent Condition Rules for Condition Rule(GRS)(public)[rsmb]

Condition Rule@is Used as Custom Object User Validation Rule(EC)(public)[ramb]","94$10465,26$15416"
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Next! from Sequence Generator Value (Abstract) parm(GRA)*P*S,18$37404,Abstract Sequence Generator@get Formatted Sequence for Sequence Generator Value (Abstract)(SA)*P*S(public)[ramb]+???+PA,"52$2880,66$5297,12$513,19$81731,18$37110,92$518,12$502,18$37111,30$8377,66$5259,66$123,66$1438"
Tools,XORC Breakpoint,XORC Breakpoint@get Breakpoint Parm is Enabled(GRA)*P*S,18$37413,XORC Breakpoint@get Enabled(GA),12$17528
Tools,Enumerated Property Override Representation,Enumerated Property Override Representation@get Number of Instances from WIDs(GRA),18$38831,Enumerated Property Override Representation@get Instances By Wids or Empty Set(SS)[rsmb],19$72497
Tools,XoCo (XpressO Coverage) Method Type (Derived),XoCo (XpressO Coverage) Method Type (Derived)@get Method Type Name(GRA)*P*S,18$39186,XoCo (XpressO Coverage) Method Type (Derived)@get Method Type Name(GA),12$18928
Tools,Synchronization Definition,Synchronization Definition@get Instance is Out of Sync (Public)(GRA)*P*S(public),18$39746,"Synchronization Definition@get All Synchronization Definitions for Class parm(GRS)*P*S[rsmb]

Synchronization Definition@get Any Synchronization Field Out of Sync for Query Index Definition and Instance parm(GRA)*P[ramb]","18$39747,26$57477"
Tools,Synchronization Definition,Synchronization Definition@get Any Synchronization Field Out of Sync for Query Index Definition and Instance parm(GRA)*P,18$39747,"Synchronization Definition@get Synchronization Definition.has Synchronization Field(GR)

Synchronization Field@is Sync Field Persisted Work Data NOT Equal Derived Work Data for Instance parm (Private)(EBE)*P[ramb]","24$28755,207$33772"
Tools,Synchronization Definition,Synchronization Definition@get Duplicate Instance Data Defined on Synchronization Definition(GRA)*P,18$39750,"Synchronization Definition@get Synchronization Definition.has Synchronization Field(GR)

Synchronization Field@get Synchronization Field match Instance Data for Fields and Instance Data parms(GRA)*P[ramb]+PA","18$39751,207$33770,207$33772"
Tools,Synchronization Field,Synchronization Field@get Synchronization Field match Instance Data for Fields and Instance Data parms(GRA)*P,18$39751,"Common Boolean@is Instance Data Parm AC Instance Data for Synchronization Field(EBE)*P*S(public)[ramb]+PA

Common Instance Set@get All Sync Fields for Definition Minus this Field(SS)*P*S(public)[rsmb]+PA","65$3,24$691,207$33770,19$460"
Tools,XoCo (XpressO Coverage) Result (Derived),XoCo (XpressO Coverage) Result (Derived)@get XoCo Test Result Count(GRA)*P*S,18$41122,,
Tools,Localized Label Mapping,Localized Label Mapping@get Label Text for Localized Label Mapping(GRA),18$46174,"Localized Label Mapping@get Localized Label Mapping.has Reusable Label(GR)

Reusable Label@get Label(SA)(public)*O[ramb]","207$38593,52$8973"
Tools,Localized Label,Localized Label@get Label Text for Localized Label Matching Processing Localization(GRA)*P*S,18$46175,Localized Label Mapping@get Label Text for Localized Label Mapping(GRA)[ramb],18$46174
Tools,Localized Label,Localized Label@get Default Label Text(GRA),18$46177,"Localized Label@get Localized Label.uses default Reusable Label(GR)*O

Reusable Label@get Label(SA)(public)*O[ramb]","207$38587,52$8973"
Tools,Test Async Correlation Instance,Test Async Correlation Instance@get Enqueue notification message for Test Async Response(GRA)*P*S,18$46559,"System Account@enqueue User Message(GAS)*P(public)[ramb]

System Account@get Processing System Account(GSS)*S(public)[rsmb]","66$5379,65$3007"
Tools,Synchronization Definition,Synchronization Definition@get Is Any Instance Out of Sync of Instances parm (Public)(GRA)*P*S,18$46606,Synchronization Definition@get Instance is Out of Sync (Public)(GRA)*P*S(public)[ramb]+PA,"19$72449,18$39746,19$133314,65$3,65$12"
Tools,Abstract Sequence Generator,Abstract Sequence Generator@get Sequence Last Number(GRA)*P*S,18$49298,Abstract Sequence Generator@get (native) Sequence Last Number(GAS)*O[ramb],66$7149
Tools,WATS Settable Variable,WATS Settable Variable@get Number of Input or Output Variable(GRA)*P*S,18$49505,WATS Settable Variable@get All WATS Input or Output Variable(GRS)*P*S[rsmb],26$70574
Tools,,(implements for Whitelisted Class) ORS Whitelist Behavior@get Whitelist Identifier As IID(GRA)*O,18$49954,"Instance@get Instance ID(GAS)(public)[ramb]

Whitelisted Class@get Whitelisted Class.has Class(GR)","12$28466,207$35462,66$316"
Tools,Get Element,Get Element@get Attribute Value(GRA)*P*S,18$50066,"Element Content Work Data@get Attribute Value(SA)(public)[ramb]

Get Element@get Element Content Work Data [Nonsingular](IOP)*P*S[rsmb]","52$20451,2663$25459"
Tools,Element Content Work Data,Element Content Work Data@get Attribute from Element Content Work Data parm(GRA)*P*S(public),18$50177,Element Content Work Data@get Attribute Value(SA)(public)[ramb],52$20451
Tools,Get Element,Get Element@get Maximum Date from Helper Subelements(GRA)*S,18$50199,"Element Content Work Data@ Attribute Value as Date(GAS)(public)[ramb]

Get Element@get Element Content Work Data [Nonsingular](IOP)*P*S[rsmb]+PA","2663$25561,66$9212,29$65055"
Tools,Element Content Work Data,Element Content Work Data@get Attribute Value(GRA)*P*S,18$50223,Element Content Work Data@get Attribute Value(GA)(public),12$25539
Tools,Element Content Work Data,Element Content Work Data@get Attribute Value as Date(GRA)*P*S(public),18$50681,Element Content Work Data@ Attribute Value as Date(GAS)(public)[ramb],66$9212
Tools,Sequence Generator,Sequence Generator@get Next Available Sequence Identifier ID for Sequence Generator parm(GRA)*P*S(public),18$50952,Sequence Generator@get (native) Next Available Sequence(GAS)*P(public)[ramb],66$8510
Tools,Exception Evaluation Request,Exception Evaluation Request@get Exception Classification Name(GRA),18$51107,"Exception Classification@get Name(GA)*O

Exception Evaluation Request@get Exception Evaluation Request.has Exception Classification(GR)","12$9174,207$41165"
